Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
recq5-2-single-f9-r3-c4_S214_	poor	12650	10770	2.4%	0.0%	6.0%	1	0.0%	46.0%	157	NA	0.0%	0.0%	0
recq5-2-single-f9-r3-c5_S215_	acceptable	277524	248750	26.9%	0.4%	2.5%	29	6.9%	47.0%	152	NA	0.0%	0.8%	0
recq5-2-single-f9-r3-c6_S216_	poor	332468	295054	26.9%	0.5%	20.1%	33	34.2%	49.0%	150	NA	0.0%	0.4%	0
recq5-2-single-f9-r3-c7_S217_	poor	81908	72292	16.3%	0.1%	6.9%	9	17.9%	50.0%	153	NA	0.0%	0.2%	0
recq5-2-single-f9-r4-c1_S218_	poor	1985144	1830678	23.5%	3.4%	7.0%	230	35.6%	38.0%	155	NA	0.0%	2.5%	0
recq5-2-single-f9-r4-c2_S219_	good	1451587	1328446	15.9%	2.7%	1.1%	180	23.1%	39.0%	152	NA	0.0%	2.2%	0
recq5-2-single-f9-r4-c3_S220_	poor	223988	196790	19.0%	0.4%	2.6%	24	7.1%	47.0%	151	NA	0.0%	0.3%	0
recq5-2-single-f9-r4-c4_S221_	poor	373435	329626	28.6%	0.6%	2.4%	38	6.9%	48.0%	153	NA	0.0%	0.5%	0
recq5-2-single-f9-r4-c5_S222_	poor	298705	265896	29.3%	0.5%	6.2%	30	6.1%	49.0%	151	NA	0.0%	0.3%	0
recq5-2-single-f9-r4-c6_S223_	poor	184186	162672	24.6%	0.3%	4.4%	19	5.9%	48.0%	97	NA	0.0%	0.5%	0
recq5-2-single-f9-r4-c7_S224_	poor	90532	78020	14.9%	0.2%	9.8%	10	13.8%	48.0%	98	NA	0.0%	0.3%	0
recq5-2-single-f9-r5-c1_S225_	poor	6777	6194	2.1%	0.0%	6.5%	1	17.4%	45.0%	162	NA	0.0%	0.1%	0
recq5-2-single-f9-r5-c2_S226_	poor	400901	366952	16.9%	0.7%	13.0%	47	23.5%	44.0%	162	NA	0.0%	0.8%	0.179572
recq5-2-single-f9-r5-c3_S227_	poor	333087	296072	29.2%	0.5%	4.0%	34	13.2%	48.0%	155	NA	0.0%	1.1%	0
recq5-2-single-f9-r5-c4_S228_	poor	414356	371098	27.5%	0.6%	2.3%	44	8.8%	47.0%	153	NA	0.0%	0.5%	0.179385
recq5-2-single-f9-r5-c5_S229_	poor	178897	153656	21.7%	0.3%	3.3%	19	3.6%	49.0%	94	NA	0.0%	0.5%	0
recq5-2-single-f9-r5-c6_S230_	poor	55267	49628	10.0%	0.1%	3.6%	6	30.8%	47.0%	151	NA	0.0%	0.1%	0
recq5-2-single-f9-r5-c7_S231_	poor	246284	217854	22.8%	0.4%	2.4%	27	3.1%	47.0%	152	NA	0.0%	0.5%	0
recq5-2-single-f9-r6-c1_S232_	poor	457953	412738	28.3%	0.7%	4.6%	47	13.2%	47.0%	154	NA	0.0%	0.4%	0
recq5-2-single-f9-r6-c2_S233_	poor	244194	217552	25.1%	0.4%	2.1%	27	3.7%	48.0%	152	NA	0.0%	0.5%	0
recq5-2-single-f9-r6-c3_S234_	poor	217648	188736	26.7%	0.3%	4.8%	21	9.7%	49.0%	151	NA	0.0%	0.5%	0
recq5-2-single-f9-r6-c4_S235_	poor	133725	118334	14.8%	0.2%	2.6%	16	14.3%	47.0%	151	NA	0.0%	0.2%	0
recq5-2-single-f9-r6-c5_S236_	poor	299007	267594	24.3%	0.5%	2.5%	33	9.4%	48.0%	153	NA	0.0%	0.4%	0
recq5-2-single-f9-r6-c6_S237_	poor	73028	65910	8.7%	0.1%	2.4%	10	4.0%	46.0%	152	NA	0.0%	0.1%	0
recq5-2-single-f9-r6-c7_S238_	poor	336430	305100	23.0%	0.6%	2.8%	38	4.9%	46.0%	155	NA	0.0%	0.5%	0
recq5-2-single-f9-r7-c1_S239_	acceptable	318343	290600	27.4%	0.5%	1.5%	34	12.5%	47.0%	156	NA	0.0%	0.2%	0
recq5-2-single-f9-r7-c2_S240_	good	2453740	2252936	24.6%	4.1%	0.8%	284	18.5%	39.0%	153	0.23	0.0%	1.8%	0
recq5-2-single-f9-r7-c3_S241_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f9-r7-c4_S242_	acceptable	354161	315960	31.5%	0.5%	2.7%	34	9.1%	48.0%	152	NA	0.0%	0.7%	0.210141
recq5-2-single-f9-r7-c5_S243_	poor	179269	148334	25.1%	0.3%	31.2%	17	28.6%	50.0%	152	NA	0.0%	0.2%	0
recq5-2-single-f9-r7-c6_S244_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Undetermined_S0_	poor	6679244	5190002	1.9%	12.3%	38.8%	844	76.2%	46.0%	150	0.16	0.0%	10.5%	0
